Va	Vb	Vc	Ia	Ib	Ic
0.040861588	0.875444518	0.883586687	0.69316674	0.170471731	0.175668593
0.081543623	0.867614723	0.865722818	0.621375094	0.15990041	0.161487867
0.871087313	0.87454085	0.075957688	0.164405839	0.168138377	0.650368698
0.846693989	0.15397484	0.858657004	0.150915247	0.56086297	0.15158551
5.49376E-06	0.876184232	0.88333888	0.699080401	0.170653438	0.175248826
0.877283937	0.437037067	0.446315278	0.170591707	0.575697705	0.546051606
0.86689301	0.866157211	0.088333847	0.159404362	0.161984177	0.619577279
0.083107048	0.286095286	0.265652275	0.620253299	0.618224169	0.618988771
0.46578927	0.424556063	0.877380631	0.60883374	0.572187485	0.170599837
0.040859604	0.876539608	0.883302072	0.693130989	0.170551261	0.175786732
0.877432097	0.451423569	0.431556597	0.170537858	0.60916537	0.575848509
0.49672031	0.512165644	0.877529148	0.560601904	0.531680962	0.170633792
0.088148776	0.079716767	0.868792451	0.67231534	0.660565029	0.162679437
0.054265595	0.881696472	0.054643739	0.690406115	0.175330765	0.690094031
0.863836405	0.854565201	0.107703077	0.156282446	0.154240887	0.593782362
0.470234066	0.419748767	0.877470156	0.559628779	0.521018489	0.170503221
0.070603562	0.051368784	0.082109562	0.67347801	0.672611549	0.674862238
0.86505618	0.077022245	0.867184165	0.160916749	0.622697593	0.159898103
0.877741834	0.877351384	0.878845643	0.170675739	0.170851718	0.171090463
0.863098251	0.856849701	0.130390436	0.154899941	0.156911377	0.586384595
0.867229178	0.86490728	0.077331762	0.159782564	0.16119765	0.622988761
0.860303501	0.846015787	0.147401542	0.153278531	0.15093838	0.562696767
0.103235649	0.078825519	0.856365313	0.64321802	0.623721205	0.14966262
0.123095923	0.863464205	0.856975809	0.588445442	0.155081891	0.156282341
0.439025213	0.878081312	0.439029937	0.596299427	0.171216438	0.626728125
0.877285075	0.437151511	0.444202008	0.17054697	0.591505331	0.561906409
0.095385196	0.86634411	0.866045411	0.617519011	0.158874655	0.162002118
0.480768922	0.401475307	0.877559097	0.590035086	0.548257675	0.170412955
